Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,Indicator Label,Indicator Category Label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,8.1025,2.3911,2.849,1097,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.5216,8.8307,10.5217,64,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,44.4735,11.2596,13.4157,64,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,26.9025,10.1251,12.0639,64,0
RSV,State,Nevada,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,8.9772,1.8201,2.1687,2261,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,8.9772,1.8201,2.1687,2261,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.0085,6.0708,7.2333,153,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,47.8659,7.8609,9.3662,153,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,24.1484,6.4744,7.7142,153,0
RSV,State,New Hampshire,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.7484,1.3965,1.6639,2744,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.7484,1.3965,1.6639,2744,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,22.0758,5.9664,7.1089,189,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,44.8511,7.0689,8.4225,189,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,26.3248,6.0675,7.2294,189,0
RSV,State,New Jersey,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.0823,1.1365,1.3541,1704,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.0823,1.1365,1.3541,1704,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,25.9048,10.3435,12.3241,83,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,48.5507,12.2528,14.5991,83,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,21.4623,9.2526,11.0244,83,0
RSV,State,New Mexico,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,9.7824,1.7494,2.0844,2120,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,9.7824,1.7494,2.0844,2120,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,21.3742,5.4384,6.4798,201,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,46.8564,7.1049,8.4654,201,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,21.9871,5.4537,6.498,201,0
RSV,State,New York,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,5.0776,1.5968,1.9026,2012,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,5.0776,1.5968,1.9026,2012,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,17.7874,7.9717,9.4982,110,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,50.2566,10.2175,12.1741,110,0
RSV,State,South Carolina,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,23.5693,8.0899,9.639,101,0
RSV,State,South Dakota,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,3.8372,1.0559,1.258,2165,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,3.8372,1.0559,1.258,2165,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,16.6482,4.8152,5.7373,179,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,43.2492,6.8395,8.1492,179,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,36.2654,6.5659,7.8231,179,0
RSV,State,Tennessee,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.6275,1.739,2.072,557,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.6275,1.739,2.072,557,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.2312,14.3105,17.0508,33,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,40.3661,18.9252,22.5492,33,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,35.7752,21.3826,25.4771,33,0
RSV,State,Texas,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,11.0302,2.1674,2.5824,4110,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,11.0302,2.1674,2.5824,4110,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,23.1686,12.6173,15.0334,239,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.2605,14.5966,17.3916,239,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.5407,10.1134,12.05,239,0
RSV,State,Utah,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.2365,3.9296,4.682,344,0
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.2365,3.9296,4.682,344,0
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,17.0238,9.3873,11.1849,48,0
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.2619,14.5187,17.2989,48,0
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,30.4778,15.5589,18.5382,48,0
RSV,State,Vermont,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,9.5298,2.5938,3.0905,441,0
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,,,,441,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,,,,11,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,,,,11,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,,,,11,1
RSV,State,Virgin Islands,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,1.1397,0.6052,0.721,927,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,1.1397,0.6052,0.721,927,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,6.0401,4.6917,5.5901,42,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,60.3156,16.5736,19.7473,42,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,32.5046,16.1779,19.2758,42,0
RSV,State,Virginia,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.2399,1.4581,1.7374,2305,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.2399,1.4581,1.7374,2305,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.8856,6.9465,8.2767,98,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,48.2356,10.0679,11.9958,98,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,23.6389,9.4549,11.2654,98,0
RSV,State,Washington,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,12.5288,4.1588,4.9551,483,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,12.5288,4.1588,4.9551,483,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,23.2526,13.6257,16.2349,31,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.0027,17.7879,21.1941,31,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.216,16.8048,20.0227,31,0
RSV,State,West Virginia,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,5.5013,2.392,2.85,1249,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,5.5013,2.392,2.85,1249,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,29.2748,12.8124,15.2658,47,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.5934,12.8298,15.2866,47,0
RSV,Region,Region 6,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,22.8464,6.2585,7.457,996,0
RSV,Region,Region 7,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.3828,0.765,0.9114,4313,0
RSV,Region,Region 7,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.3828,0.765,0.9114,4313,0
RSV,Region,Region 7,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,22.189,7.3095,8.7093,327,0
RSV,Region,Region 7,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,51.8636,8.1662,9.7299,327,0
RSV,Region,Region 7,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,21.5646,5.7115,6.8052,327,0
RSV,Region,Region 8,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,9.0256,1.1271,1.3429,9502,0
RSV,Region,Region 8,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,9.0256,1.1271,1.3429,9502,0
RSV,Region,Region 8,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.8124,4.3003,5.1237,577,0
RSV,Region,Region 8,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,35.9134,5.4549,6.4994,577,0
RSV,Region,Region 8,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,35.2486,5.7334,6.8313,577,0
RSV,Region,Region 9,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.2625,0.7642,0.9106,8532,0
RSV,Region,Region 9,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.2625,0.7642,0.9106,8532,0
RSV,Region,Region 9,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,15.7177,5.0454,6.0115,704,0
RSV,Region,Region 9,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,48.7171,9.3282,11.1145,704,0
RSV,Region,Region 9,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,31.3027,8.8772,10.5771,704,0
RSV,National,National,Overall,60+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.4104,0.529,0.6303,85281,0
RSV,National,National,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.4104,0.529,0.6303,85281,0
RSV,National,National,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.9662,2.1859,2.6045,5565,0
RSV,National,National,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.5295,2.8123,3.3509,5565,0
RSV,National,National,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,28.094,2.6047,3.1035,5565,0
RSV,National,National,Health Insurance,Insured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.5933,0.5533,0.6592,81046,0
RSV,National,National,Health Insurance,Insured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.5933,0.5533,0.6592,81046,0
RSV,National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.9596,2.2458,2.6758,5279,0
RSV,National,National,Health Insurance,Insured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.2345,2.9107,3.4681,5279,0
RSV,National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,28.2126,2.7007,3.2178,5279,0
RSV,National,National,Health Insurance,Uninsured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,0.9787,0.5103,0.608,2032,0
RSV,National,National,Health Insurance,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,0.9787,0.5103,0.608,2032,0
RSV,National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,23.167,3.8513,4.5887,132,0
RSV,National,National,Health Insurance,Uninsured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,50.1947,6.0738,7.2369,132,0
RSV,National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,25.6596,6.0622,7.223,132,0
RSV,National,National,Gender Identity,Cisgender,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.4265,0.5348,0.6372,83859,0
RSV,National,National,Gender Identity,Cisgender,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.4265,0.5348,0.6372,83859,0
RSV,National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.1401,2.2176,2.6422,5472,0
RSV,National,National,Gender Identity,Cisgender,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.1122,2.8341,3.3768,5472,0
RSV,National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,28.3212,2.6368,3.1417,5472,0
RSV,National,National,Gender Identity,Don't Know/Refused,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,2.8098,1.238,1.4751,973,0
RSV,National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,2.8098,1.238,1.4751,973,0
RSV,National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,4.8052,1.3885,1.6544,63,0
RSV,National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,79.9783,4.7396,5.6472,63,0
RSV,National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,12.4068,3.7817,4.5058,63,0
RSV,National,National,Gender Identity,Transgender/Nonbinary,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.2954,8.3345,9.9305,195,0
RSV,National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,,,,195,1
RSV,National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,,,,19,1
RSV,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,42.5547,3.9789,4.7408,1320,0
RSV,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,36.3522,4.6484,5.5386,1320,0
RSV,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,8.9568,1.0401,1.2392,39815,0
RSV,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,8.9568,1.0401,1.2392,39815,0
RSV,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,19.3902,2.3232,2.7681,2584,0
RSV,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,48.4464,3.457,4.119,2584,0
RSV,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,23.2066,2.9818,3.5528,2584,0
RSV,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.3597,0.8534,1.0168,26354,0
RSV,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.3597,0.8534,1.0168,26354,0
RSV,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,22.0392,3.9015,4.6486,1911,0
RSV,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,49.4973,4.8641,5.7956,1911,0
RSV,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.1038,3.713,4.424,1911,0
RSV,National,National,Sexual Orientation,Don't Know/Refused,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,4.957,1.1975,1.4268,6123,0
RSV,National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,4.957,1.1975,1.4268,6123,0
RSV,National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,16.4515,6.6745,7.9526,402,0
RSV,National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,55.5836,8.0185,9.5539,402,0
RSV,National,National,Sexual Orientation,Don't Know/Refused,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,23.0079,6.3716,7.5917,402,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,6.2449,1.6095,1.9178,2383,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,6.2449,1.6095,1.9178,2383,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.7792,9.741,11.6063,156,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,44.5406,9.7852,11.659,156,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,23.4352,6.0001,7.149,156,0
RSV,National,National,Sexual Orientation,Straight,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,8.3877,0.7234,0.8619,75980,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,8.3877,0.7234,0.8619,75980,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,19.6464,2.1675,2.5825,5195,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,47.6715,2.8998,3.4551,5195,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,24.2944,2.2947,2.7341,5195,0
RSV,National,National,Sex,Female,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.3526,0.6867,0.8182,45076,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.3526,0.6867,0.8182,45076,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,18.9702,2.8522,3.3984,3078,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,50.2434,3.8792,4.622,3078,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,23.4338,3.1644,3.7704,3078,0
RSV,National,National,Sex,Male,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,8.5397,1.1431,1.362,39578,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,8.5397,1.1431,1.362,39578,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,20.5481,2.955,3.5209,2699,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,45.0674,3.647,4.3454,2699,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.8448,3.1018,3.6957,2699,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,3.2598,1.6679,1.9873,871,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,3.2598,1.6679,1.9873,871,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,40.1101,35.2517,42.0021,67,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,36.3764,26.437,31.4994,67,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,43.1688,4.1891,4.9913,1995,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.5367,3.863,4.6027,1995,0
RSV,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,4.1349,1.1902,1.4181,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,4.1349,1.1902,1.4181,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,19.4054,6.9571,8.2894,410,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,52.7272,9.2729,11.0486,410,0
